,activity__count_above_mean,activity__benford_correlation,"activity__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","activity__linear_trend__attr_""intercept""","activity__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","activity__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",activity__energy_ratio_by_chunks__num_segments_10__segment_focus_1,activity__absolute_sum_of_changes,"activity__fft_aggregated__aggtype_""variance""",activity__number_cwt_peaks__n_1,"activity__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","activity__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","activity__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","activity__fft_coefficient__attr_""abs""__coeff_80","activity__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""","activity__fft_coefficient__attr_""abs""__coeff_36",activity__partial_autocorrelation__lag_8,"activity__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",activity__length,activity__range_count__max_1000000000000.0__min_0,"activity__fft_coefficient__attr_""real""__coeff_0","activity__fft_coefficient__attr_""abs""__coeff_0",activity__cid_ce__normalize_False,activity__sum_values
16,136.0,0.9705411795061399,278.25136530136535,157.50227430555555,157.60127206127208,158.76330982905984,0.07105831811953818,34376.3,3478.9322496840896,33.0,413.56382478632474,154.15784150326797,34.76391025641026,1323.3718279254356,9977.3649998224,3975.284086926903,-0.07081469820007413,63.105078255078254,384.0,384.0,49600.23333333334,49600.23333333334,2998.704741402713,49600.23333333332
17,144.0,0.9180283420637946,416.50594337194343,242.05882279275812,241.16574002574004,239.73163110478902,0.16440751399484096,31339.995238095238,2975.679379231809,32.0,576.4159791370317,233.4403174603175,34.29070649596965,850.0077041774397,19013.799893990807,925.3587443377327,-0.0891866437070414,87.23825225225227,370.0,370.0,55903.84523809524,55903.84523809524,2614.485105372213,55903.845238095244
18,199.0,0.9096465637929849,511.4233672936259,321.79333158697574,321.6455860327413,321.90064646464646,0.06967879996007273,48566.64,4248.469998032401,39.0,677.3169696969697,320.3071935185185,81.43043434343434,3448.912346477023,17738.59750266458,15018.660181972637,-0.13590226717776796,154.73805294322534,432.0,432.0,95591.89333333334,95591.89333333334,3505.877651877392,95591.89333333334
19,134.0,0.981511621200224,226.62882882882877,108.2342800176552,108.40361872146119,108.61616524419156,0.07883281246842297,22467.858333333334,3036.6741883390287,36.0,310.367804646752,108.63663425925927,17.60425557136083,1207.2625256626968,8981.642251129468,1875.986478740554,-0.06614208681533502,26.128918301863507,362.0,362.0,27172.25833333334,27172.25833333334,1805.5551967200497,27172.25833333333
20,131.0,0.9883219296985088,294.7982784154017,147.7539622394193,147.5596535611653,148.7934889588837,0.13855042064381112,27905.258163265305,3029.5950899266545,32.0,447.09952584163113,150.87397424684158,22.950213371266003,1667.2437843358202,14107.219450650757,2112.334599646636,-0.06928163270984625,58.71484635320252,364.0,364.0,39851.12482993197,39851.12482993197,2812.5567080428195,39851.12482993197
21,218.0,0.7723692784416859,566.8954863221884,329.3597728642227,328.0879679162445,326.79408786049623,0.16344952087271697,59999.85,10608.336014473449,51.0,778.4463648558014,317.8556507936508,54.20858484238766,1340.7680246044463,34198.82913064205,1805.2801533763848,-0.10943542158198864,131.30486322188452,698.0,698.0,102136.43333333333,102136.43333333333,4422.299062610608,102136.43333333332
22,154.0,0.9090590412181968,131.52032597666158,79.83952432250216,79.86352612886859,80.08812705562706,0.03618468887666865,20046.290476190476,3161.2515939479536,35.0,140.08826326326326,89.87459126984126,19.10055055055055,1021.9402693852339,-2158.9584339735693,1531.9717731541925,-0.12494021885331281,41.1445268899036,360.0,360.0,30838.909523809525,30838.909523809525,2035.1701355528628,30838.909523809525
23,229.0,0.6542139501134644,511.67978449030863,263.6288848002079,262.1460266004675,260.4231095832937,0.2507914089835314,58205.75606060606,17007.022386088724,62.0,702.3964511890059,248.325415365779,58.92664101833381,4675.149105428274,32500.24081417846,32872.331931515175,-0.031022586515531067,99.34016586031734,861.0,861.0,84769.06060606061,84769.06060606061,5021.503306474136,84769.06060606061
24,186.0,0.7008273502414896,620.0782476846159,341.2308728246454,342.9018305876567,344.6874355323525,0.09760446406035723,50191.27380952382,4049.0768363455572,36.0,783.420613826926,343.1523191919192,67.0455492274429,1715.112689942305,31308.14455052591,6857.931204980645,-0.06813722713934342,159.1070342594869,411.0,411.0,99092.65714285715,99092.65714285715,4088.159735221453,99092.65714285715
25,183.0,0.8976963788014513,558.6145631561554,301.60794527237044,300.9849162408806,300.17739361702127,0.08974594137512425,47496.03888888889,4898.22658037786,38.0,781.4720744680851,289.0221472910928,37.14370567375886,4264.037443455146,30155.128474877347,3857.559886892167,-0.003485799322711534,109.93865375327285,461.0,461.0,77965.1611111111,77965.1611111111,3646.1831280874226,77965.16111111111
26,244.0,0.865508663910282,677.0568283917341,390.65992676356177,390.42877878515617,397.64604662982015,0.08633937147867682,96115.05757575759,5882.101084877513,52.0,945.1619846261356,425.5488829201103,94.72529699510831,3210.146711712963,56365.9804143697,4153.167450019238,-0.043521875033013614,165.24083258460615,525.0,525.0,209266.1575757576,209266.1575757576,6513.151894570654,209266.1575757576
27,204.0,0.5519919049694111,813.3575034334909,484.0549720128864,481.68327750421514,478.4345098656819,0.18204789849120814,57648.720430107525,6300.510744702638,42.0,1081.0495876325986,459.3542822580646,89.63763187429853,7362.244555303163,51586.22563955464,4688.015083371683,0.03402730914354211,223.1397369331949,532.0,532.0,122227.32043010753,122227.32043010753,4582.569685110538,122227.32043010753
28,206.0,0.9044028609060369,599.8319314641744,349.75825726753374,348.26809391946466,346.15102543958096,0.16295102365496572,47299.049999999996,6149.423290914667,40.0,803.624882154882,331.54802754820935,67.26922558922558,3964.5255082210656,31029.504313266156,6027.79859666767,0.092413304986609,143.1752596053998,533.0,533.0,91723.45,91723.45,3570.9882456868063,91723.45
29,170.0,0.9257209217056931,442.7925151178576,267.8907836345807,270.1303774616104,273.62848269321955,0.06949610886703331,47351.219047619044,3145.797884375708,41.0,574.730275011854,290.46467195767195,70.26754385964914,1128.640844100828,20127.022850140667,215.46305556294126,-0.08783971310711948,122.3949780504575,362.0,362.0,88642.14761904761,88642.14761904761,3883.408602168275,88642.14761904761
30,179.0,0.8855314639730476,364.60903369122553,213.52224144120913,215.07291856320464,217.4691463754776,0.05856104904674856,37422.2431372549,3169.455920604624,38.0,519.225699383594,231.26533986928104,24.370426463615317,752.9579438516603,14866.738479444546,484.7411074222501,-0.060226771336832144,86.8960679051332,362.0,362.0,68615.89019607844,68615.89019607844,3024.991150167691,68615.89019607843
31,159.0,0.9104067712249339,985.8905035172157,503.1292903671671,501.92349202876596,503.24313009181435,0.07457848805551169,76745.47424242424,3125.0213185571047,38.0,1455.599051683262,496.57547113997117,81.50412302254409,2204.2801986591803,115839.4861876143,4181.480696816989,-0.08494824428773806,196.097477926245,364.0,364.0,128003.30909090908,128003.30909090908,6550.659609246921,128003.30909090908
32,168.0,0.8173104187863504,657.7105886708626,396.2105017813237,395.78888127853884,398.43492650545284,0.08876610058330756,63557.15000000001,3341.924443757947,43.0,836.1628496917969,407.80095238095237,90.83629682313892,1118.8099900271825,38606.06470751059,2649.355594594999,0.005013711851289707,155.16977045538692,364.0,364.0,107393.18333333332,107393.18333333332,4742.813557226461,107393.18333333333
33,219.0,0.7601073742413237,833.4310603666244,505.45103633777984,502.33502212389385,500.6722547440029,0.20459964828856692,63816.78333333333,7240.738744037955,45.0,1073.601253132832,474.29162148962155,86.33060776942355,4410.899934682105,51687.58650764854,5330.987327324946,-0.017484205420680222,245.1744469026549,557.0,557.0,129024.75,129024.75,4851.435952232196,129024.75
34,146.0,0.8319090717594999,470.50872011488434,262.7776346282185,269.0701529175503,277.10809086598556,0.11740404882298801,54657.42727272728,3136.1298788639883,33.0,617.586255873098,312.3749612029385,37.728811586706335,1875.6275566654133,28490.810759150936,6785.858578757115,-0.012587846772563275,94.522073193991,361.0,361.0,101205.35606060605,101205.35606060605,4387.6801200572745,101205.35606060606
35,146.0,0.9687583021947087,513.3705659075223,276.82289641336905,277.7122058661145,278.05202460317463,0.05698212615696084,70100.645,2677.1415890298235,46.0,699.0544444444446,284.4220635487529,47.23797619047619,6490.403381508617,23912.09855245702,4639.000148849135,0.08206329066898502,109.23422015182885,342.0,342.0,107409.41166666667,107409.41166666667,5359.015909834411,107409.41166666668
36,190.0,0.7624141204586401,548.5318395533352,305.19921883918454,304.32936568573956,305.10130394705305,0.10923929896501272,66360.72976190475,4121.5040092171885,47.0,670.2718931475027,313.5171053497943,87.93571428571427,3830.5285399492136,30159.2906047472,4457.891198018852,-0.10042611389944671,122.59706141639728,409.0,409.0,120026.1464285714,120026.1464285714,4428.20970066105,120026.14642857143
37,187.0,0.7504907437314606,620.889416201391,364.57185971498495,363.1449370716135,362.15297909407667,0.11213815707097875,53756.86794871795,3936.5578810788447,47.0,814.8051103368175,356.409849002849,88.5062137049942,3418.8631611776455,27657.06123451751,7104.8992112777005,-0.029300417466359554,185.11999216377706,408.0,408.0,96986.28205128205,96986.28205128205,4038.359598076638,96986.28205128205
38,225.0,0.7344557308954469,387.945397813754,233.82651329727406,232.67668493150686,231.2122923832924,0.3771237513783259,38447.31666666667,28866.632571874758,37.0,501.9423587223587,226.48888865323437,51.530384930384926,8855.312968223585,15161.124207992252,3782.0581102531737,0.030385286594284685,112.09473502144735,1091.0,1091.0,83951.19999999998,83951.19999999998,3095.9907280312636,83951.2
39,150.0,0.8490591271827221,424.47518155668837,217.12123301945,216.63995903701382,216.4232620272094,0.11400464408041258,47743.264102564106,3016.0702695265063,33.0,553.6029489003173,223.07027635327634,39.135182550972026,2678.9861555150596,20914.298991376956,3169.6315762513605,-0.10498455635728086,70.84911761076145,362.0,362.0,79351.8141025641,79351.8141025641,3849.129268975008,79351.81410256411
40,223.0,0.9453239792494688,771.3311829701497,402.27566285563313,400.310138467196,399.27439569910314,0.27329860780523024,76609.30172413793,18214.880766015383,38.0,1127.614422660362,380.99218775866876,75.77789361133387,4718.772352104745,91384.3447930789,53539.056068590195,-0.0037137138489908355,157.77464264910157,857.0,857.0,126323.18505747127,126323.18505747127,7654.1817583169295,126323.18505747127
41,202.0,0.9829007791047932,393.31855690651787,182.23534053712746,181.24340974021658,179.92119562228459,0.25634075141830187,44814.69035087719,17884.813985123372,40.0,505.8482724247924,171.89708668401468,22.003113943427014,1887.3343436838773,20383.709288481386,17066.42323015529,0.004943231001707778,60.24393727991495,861.0,861.0,58720.373684210535,58720.373684210535,3721.414565609184,58720.37368421052
42,182.0,0.7826927097596501,548.5129290206648,281.7413240388678,280.43306259359093,278.2185779175402,0.17627041878114488,48311.31666666667,6613.367869240346,43.0,717.3962613556953,268.1349090909091,45.45733752620545,3809.2752750436052,34721.60538306079,2983.1481070579853,-0.07199924457455219,100.73794549266248,525.0,525.0,72464.03333333334,72464.03333333334,4054.2800321594295,72464.03333333334
43,219.0,0.2696756592673354,634.6375190886655,361.1749487513133,359.00148055670144,357.624057841069,0.2169241405271355,54652.49696969697,14103.704337447176,62.0,794.7331223628692,345.2408867597544,79.74917721518986,1406.1881249040646,35337.368017418994,13539.629339776779,0.055288583910718045,174.43934617249636,786.0,786.0,105176.05303030302,105176.05303030302,4333.254092137846,105176.05303030304
44,245.0,0.12177515269940677,788.3025092978446,402.3499167478352,401.07552136058075,399.66695211364413,0.21257924892167615,85972.6051020408,16807.744591621988,74.0,1037.097326917936,380.38245514580103,77.07048917401765,2406.7331292699555,62667.751644880205,43183.705906121715,0.007141040485475108,148.15019043778284,860.0,860.0,130949.41156462583,130949.41156462583,6450.362970738757,130949.41156462584
45,175.0,0.8328369932480619,467.68293172690767,239.82416390209318,238.65695374906215,236.53005196354033,0.13898598211337934,45360.80256410257,3942.516008152583,43.0,579.7930601698043,236.50751803637954,24.378811369509044,4350.230547636827,24765.137212876303,1852.5018823377975,-0.07227224170059911,75.17244693057947,413.0,413.0,67293.81923076922,67293.81923076922,3687.0865230225395,67293.81923076922
46,220.0,0.2810395619268875,909.4506654120177,457.26208345741844,455.5526754268047,453.6538444860258,0.1893577051592329,96095.24999999999,16921.67805116542,62.0,1264.8653301256347,430.07498353909466,95.61962042234697,12361.138635095123,129699.72091823882,42425.9662552709,0.02198983970591995,172.10549917103555,859.0,859.0,139817.56666666665,139817.56666666665,9178.535539189608,139817.56666666668
47,223.0,0.4853181817398427,855.3386827678103,520.0647199962556,518.8589370778528,517.4836547032605,0.14622557745015818,63375.49885057472,5553.758714044056,44.0,1077.7029828759091,502.71457492163006,94.30960544217687,7152.606724903883,53778.506461149605,6862.817891353659,0.14367383329797095,238.96760993057018,482.0,482.0,140005.71551724136,140005.71551724136,4868.822045529679,140005.7155172414
48,157.0,0.572195550678538,317.1913984150361,165.85049942758877,165.39995072077892,164.87176690124326,0.14880449742170554,35018.97586206897,5493.447375102201,37.0,432.2193605442177,164.6074023726105,28.22001360544218,3871.9052651132474,13600.844027267789,4293.342136343725,-0.12375848507470369,57.10621712602567,484.0,484.0,51913.7591954023,51913.7591954023,3077.2443534299873,51913.7591954023
49,188.0,0.7944921303745858,369.64332232450886,211.53712159801617,210.5179082077865,209.6190145654989,0.20042698759199046,33666.7137254902,7803.4386007626945,40.0,493.07125462692386,198.80725827767003,17.93796999805182,1407.0236603915596,12765.606445345189,3136.005002231205,-0.03342552909085699,86.44330238726789,578.0,578.0,53886.28039215686,53886.28039215686,2576.1905771245874,53886.280392156856
50,144.0,0.9751834023448065,378.92334102800874,235.19287601993418,236.18672582333028,237.0782143618155,0.09472118525688596,34971.735087719295,3285.367686975395,39.0,531.0519390581718,238.12644507101086,45.27845727679523,1388.687282221158,13866.523258401558,2156.288260239583,-0.10989461441263168,107.60995506309634,371.0,371.0,62422.51842105263,62422.51842105263,2894.0628779542412,62422.51842105263
51,149.0,0.929490733001122,781.5841352958668,446.68295855629356,450.52781365843987,452.92587250394564,0.10465009546736928,74367.88079096045,3258.0788987984965,33.0,1025.676169400032,455.29173710877944,88.81247169422903,2143.5018185969748,60545.49819092399,5018.323364999776,-0.14572398956463062,205.84641599762114,371.0,371.0,127515.23079096043,127515.23079096043,6072.710143294709,127515.23079096046
52,176.0,0.8115951330412766,573.3977953216374,343.72369987604134,345.20913859649124,347.8700877192982,0.1042704644145182,61768.21666666666,3301.360289504607,33.0,771.5031039136303,357.4472601010101,73.72219973009447,7555.934659896344,28836.231012147167,4551.793136371382,-0.013973535626734526,149.40865497076024,372.0,372.0,103356.7,103356.7,4860.110844157774,103356.7
53,196.0,0.7690660831731849,496.4595658431098,314.4566437965334,313.3326174491587,311.65894889663184,0.13820193543075085,37187.04871794872,3799.522947938216,37.0,661.9227642276421,308.2890717948718,78.12439024390244,2652.819637485928,21964.018087353637,1651.3631174523132,-0.029128966441795964,155.89586149475952,410.0,410.0,84353.88205128205,84353.88205128205,2917.5225777954297,84353.88205128204
54,199.0,0.9145338509705484,565.0089873062627,323.9096827401356,322.74084683357876,321.4583659863946,0.14745644996385496,46821.2,5689.8420029102335,39.0,751.9998095238095,313.06968181818183,73.9559319727891,2636.685353572225,24222.781505898616,2514.45520224069,-0.017511848986800443,146.01885826495544,482.0,482.0,85160.34999999999,85160.34999999999,3602.665699635942,85160.35
